Body type,Make,Model,Build Year,Generation,Power (in KW),Cylinder capacity,Odometer (km),Fuel,Gearbox,Seats,Upholstery,Doors,Car data from VIN,Minimum bid,Reserve Price,Buy it NOW,PRICE,SEK,Auction ends in,Time,Date,Auction end time,Auto1.com link,AUTO24 Price,Potential,Equipment from auto24,Displacement on auto24.ee listing,Body type on auto24.ee,Age of auto24.ee listing,Auto24.ee link,Auto24 search,page
combi,Peugeot,308 1.6 Blue-HDi,2016,2015 - 2017,73,"1,560",139563,diesel,manual,5,Cloth,5,"aide au stationnement AV et AR,
aide au stationnement AR,
aide au stationnement acoustique,
aide au stationnement AV,
téléphonie mains libres Bluetooth,
WIP-Bluetooth,
téléphonie mains libres Bluetooth,
Direction assistée à commande électronique,
Sièges sport AV,
Système audio WIP Sound (Radio),
Système audio avec 6 haut-parleurs,
lecteur CD dans le/ la/de Console centrale,
Airbag conducteur et passager,
Airbag coté passager désactivable,
Airbag lat AV (Double),
Système d'airbag crânien,
Audio-Navigationssystem NAC 3-D, mit Farbdisplay,
Système de navigation Plus,
filtre à particules (FAP),
Climatisation automatique,
Système d'antiblocage de frein (ABS),
Contrôle dynamique de stabilité (ESP),
Contrôle dynamique de stabilité (ESP, Bosch),
Antidémarrage avec Transpondeur,
Lève-vitre électrique AV + AR avec commande Confort,
Lève-vitre élect. avec protection anti-pincement,
Ordinateur de bord",8911,0,0,8911,,22:44:7,18:31,12/10/2023,17:15 13/10/2023,https://www.auto1.com/en/app/merchant/car/VK64824,6100,-2811,"ABS brakes,
central locking (with remote control),
power steering,
rain sensor,
traction control,
4x power windows,
cruise control,
electrically adjustable mirrors (heated mirrors, folding),
mirrors in sunshields (enlighted),
panorama glass roof,
parking aid (front, rear),
parking camera,
tinted windows,
adjustable backrest shape (driver's seat),
adjustable seat height (driver's seat),
cargo mat,
front armrest (with compartment),
leather-coated hand brake handle,
leather steering wheel,
steering wheel adjustment (height and depth),
car stereo (CD, with USB interface, with memory card interface),
navigation system (with map),
stereo amplifier,
spare wheel,
tire pressure monitoring system,
winter tires (all season tires),
outside temperature display,
rear window cleaner,
rear window heating,
start-stop system",1.6,touring,,https://eng.auto24.ee/vehicles/3707176,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=16&bw=1007&f1=2015&f2=2017&i[]=1&h[]=2&m[0]=5&d1=5&d2=5,4
limo,Toyota,AYGO 1.0,2015,2014 - 2018,51,998,131625,petrol,manual,4,Leather,5,"Rear camera,
Front zones,
Radio Cassette",4281,0,0,4281,,22:34:12,18:31,12/10/2023,17:05 13/10/2023,https://www.auto1.com/en/app/merchant/car/JN23602,0,-4281,,,,,,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=13&bw=964&f1=2014&f2=2018&i[]=1&h[]=1&m[0]=5&d1=4&d2=4&e[0]=59,4
suv,Toyota,RAV 4 2.0 D-4D,2005,2005 - None,85,"1,995",221297,diesel,manual,5,Cloth,5,"Dispositif d'attelage à boule amovible,
Rear,
Direction assistée,
Airbag lat AV,
Climatisation,
Lève-vitre électrique AV + AR,
Antidémarrage,
Système d'antiblocage de frein (ABS),
Mode de transmission Traction intégrale permanente,
Radio CD",3012,0,0,3012,,23:17:22,18:31,12/10/2023,17:49 13/10/2023,https://www.auto1.com/en/app/merchant/car/AX77911,560,-2452,"ABS brakes,
airbag,
anti-theft alarm system,
braking force regulator,
central locking (with remote control),
front passenger airbag isolation,
head restraints (front, rear),
immobilizer,
ISOFIX child seat preparation,
power steering (speed-proportional),
rain sensor,
seatbelt pre-tighteners on front seats,
side curtain airbags,
third brake light,
traction control,
4x power windows,
automatic anti-dazzle mirrors (inner, outer),
climate control,
Coming-/Leaving-Home system,
cruise control,
electrically adjustable mirrors (heated mirrors, folding),
inside illuminated doors,
internal temperature indicator,
keyless entry,
keyless start,
mirrors in sunshields (enlighted),
parking aid (rear),
spot lights,
tinted windows,
2x seat heating,
adjustable backrest shape,
adjustable seat height,
cargo mat,
cup holders (in the front, in the back),
down folding back rest,
electrically adjustable seats,
fine laths inside saloon,
front armrest (with compartment),
interior mats (rubber),
leather-coated hand brake handle,
leather interior,
leather shift lever,
leather steering wheel,
multifunctional steering wheel,
pockets on backside of the front seats,
rear armrest,
steering wheel adjustment (height and depth),
car stereo (CD, MP3, original),
onboard computer,
screen,
speakers,
light alloy wheels (16),
M&S summer tires,
tire pressure monitoring system,
fog lights (front, rear, cornering light function),
headlight range adjustment,
lighting pack,
special light switch-dim-dip-light,
sump shield,
12v power outlet,
ASSYST,
cargo attachment hooks,
cooling glove box,
luggage cover,
outside temperature display,
rear window heating,
tire repair kit",2.2,touring,,https://eng.auto24.ee/vehicles/3951953,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=13&bw=82&f1=2005&f2=None&i[]=1&h[]=2&m[0]=5&d1=5&d2=5,4
suv,Nissan,Qashqai+2 2.0 dCi,2011,2011 - None,110,"1,994",211392,diesel,automatic,7,Leather,5,"Fixed,
projecteurs au Xénon,
Siège chauffant AV,
Rear,
Rear camera,
Direction assistée,
Système audio et navigation DVD Birdview / Nissan Connect avec écran couleur,
Airbag coté passager désactivable,
Climatisation automatique 2 zones,
Ordinateur de bord,
Lève-vitre électrique AV + AR,
Antidémarrage (électronique),
Système d'antiblocage de frein (ABS),
Contrôle dynamique de stabilité (ESP),
Mode de transmission Transmission intégrale,
Radio CD",6067,6067,0,6067,,22:38:57,18:31,12/10/2023,17:10 13/10/2023,https://www.auto1.com/en/app/merchant/car/MD77040,0,-6067,,,,,,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=11&bw=2291&f1=2011&f2=None&i[]=2&h[]=2&m[0]=5&d1=7&d2=7&e[0]=59,4
combi,Fiat,Marea 1.6,2000,1996 - 2002,76,"1,581",217869,petrol,manual,5,Cloth,5,Manual,517,0,0,517,,23:10:56,18:31,12/10/2023,17:42 13/10/2023,https://www.auto1.com/en/app/merchant/car/SL15262,0,-517,,,,,,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=14&bw=92&f1=1996&f2=2002&i[]=1&h[]=1&m[0]=5&d1=5&d2=5,4
suv,Nissan,Qashqai 2.0 dCi,2010,2007 - 2010,110,"1,994",223141,diesel,automatic,5,Leather,5,"Fixed,
projecteurs au Xénon,
Siège chauffant AV,
Rear camera,
Direction assistée à commande électronique,
Système audio et navigation DVD Birdview / Nissan Connect avec écran couleur,
Airbag conducteur et passager,
Climatisation automatique 2 zones,
filtre à particules (FAP),
Système audio: Radio/lecteur CD avec 6 haut-parleurs,
Ordinateur de bord,
Lève-vitre électrique AV + AR,
Système d'antiblocage de frein (ABS),
Contrôle dynamique de stabilité (ESP),
Contrôle dynamique de stabilité (ESP)",7833,7833,0,7833,,22:45:17,18:31,12/10/2023,17:17 13/10/2023,https://www.auto1.com/en/app/merchant/car/ZE45340,0,-7833,,,,,,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=11&bw=1006&f1=2007&f2=2010&i[]=2&h[]=2&m[0]=5&d1=5&d2=5&e[0]=59,4
suv,Nissan,Qashqai+2 2.0 dCi,2011,2011 - None,110,"1,994",244100,diesel,manual,7,Leather,5,"projecteurs au Xénon,
Siège chauffant AV,
Caméra aide au recul,
Direction assistée,
Système audio: Radio avec lecteur CD compatible MP3,
Système audio et navigation DVD Birdview / Nissan Connect avec écran couleur,
Système d'airbag crânien,
Climatisation automatique 2 zones,
Ordinateur de bord,
Lève-vitre électrique AV + AR,
Système d'antiblocage de frein (ABS),
Contrôle dynamique de stabilité (ESP),
Mode de transmission Transmission intégrale",6113,0,6634,6634,,22:47:9,18:31,12/10/2023,17:18 13/10/2023,https://www.auto1.com/en/app/merchant/car/KJ08042,0,-6634,,,,,,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=11&bw=2291&f1=2011&f2=None&i[]=1&h[]=2&m[0]=5&d1=7&d2=7&e[0]=59,4
coupe,Bentley,Continental GT 6.0 W12 Biturbo,2004,2003 - 2010,412,"5,998",157168,petrol,automatic,4,Leather,2,"Rear,
Front and Rear,
Big,
Front and rear zones,
Radio CD,
Radio CD Changer",25260,25260,0,25260,,22:41:12,18:31,12/10/2023,17:12 14/10/2023,https://www.auto1.com/en/app/merchant/car/XE32196,29500,4240,"ABS brakes,
airbag,
braking force regulator,
central locking (with remote control),
electric handbrake,
front passenger airbag isolation,
immobilizer,
ISOFIX child seat preparation (on front seat, on rear seat),
mountain brake,
power steering (speed-proportional),
rain sensor,
seatbelt pre-tighteners on front seats,
side curtain airbags,
stability control,
third brake light,
traction control,
2x mirrors in sunshields (enlighted),
4x power windows,
automatic anti-dazzle mirrors (inner, outer),
climate control,
closing aid for doors,
Coming-/Leaving-Home system,
cruise control,
electrically adjustable mirrors (heated mirrors, folding),
electrical tailgate opening system (remote),
inside illuminated doors,
interior extra heating,
interior pre-heating,
keyless entry,
keyless start,
parking aid (front, rear),
parking camera,
spot lights,
virtual cockpit,
2x electrically adjustable seats (2x with memory),
4x seat heating,
adjustable seat height (driver's seat, front passenger seat),
Beluga trim leather interior,
black roof liner,
Comfort seats,
cup holders (in the front, in the back),
Dark Stained Burr Walnut fine laths inside saloon (wood inlay),
down folding front passenger backrest,
front armrest (with compartment),
gear change from steering wheel,
interior mats (textile),
leather steering wheel,
multifunctional steering wheel,
pockets on backside of the front seats,
rear armrest (with compartment),
seats with massage function (on driver's seat, on passenger's seat),
steering wheel adjustment (height and depth, electrical, with memory),
ventilated seats (on front seats),
car stereo (CD, original),
CD changer,
electric antenna,
navigation system,
onboard computer,
screen (in front),
speakers,
stereo amplifier,
subwoofer,
Continental summer tires,
light alloy wheels (19"", BENTLEY),
tire pressure monitoring system,
adaptive lights,
extra lights,
fog lights (front, rear, cornering light function),
headlight range adjustment,
headlight washers,
high-beam assistant,
LED (rear lights),
lighting pack,
special light switch-dim-dip-light,
Xenon headlight (low beam, high beam),
racing suspension,
adaptive suspension,
cargo attachment hooks,
cooling glove box,
double glazing,
electrically heated windshield,
luggage net,
outside temperature display,
rear window heating,
start-stop system,
tire repair kit,
windshield washer defrost",6.0,coupe,,https://eng.auto24.ee/vehicles/3945785,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=247&bw=1496&f1=2003&f2=2010&i[]=2&h[]=1&m[0]=2&d1=4&d2=4&e[0]=59,4
limo,Citroen,C1 1.0,2006,2005 - 2009,50,998,248860,petrol,manual,4,Cloth,3,"Servolenkung elektronisch gesteuert,
Airbag Fahrer-/Beifahrerseite,
Seitenairbag vorn,
Kopf-Airbag-System,
Klimaanlage,
Anti-Blockier-System (ABS),
Fensterheber elektrisch vorn,
Audiosystem RD 3 (Radio/CD-Player)",250,0,0,250,,23:9:37,18:31,12/10/2023,17:41 13/10/2023,https://www.auto1.com/en/app/merchant/car/XR03805,0,-250,,,,,,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=20&bw=987&f1=2005&f2=2009&i[]=1&h[]=1&m[0]=3&d1=4&d2=4,4
combi,Skoda,Superb 2.0 TDI,2017,2015 - 2019,110,"1,968",144862,diesel,duplex,5,Part leather,5,"Bi-Xenon-Scheinwerfer mit Tagfahrlicht LED,
Sitzheizung vorn,
Sitze vorn elektr. verstellbar (links mit Memory),
Einparkhilfe vorn und hinten,
Freisprechanlage Telefon mit Bluetooth,
Servolenkung,
Servolenkung elektronisch (Servotronic),
Integrated,
Airbag Beifahrerseite abschaltbar,
Airbag Fahrer-/Beifahrerseite,
Knieairbag Fahrerseite,
Kopf-Airbag-System,
Seitenairbag vorn,
Rußpartikelfilter,
Klimaanlage Climatronic 2-Zonen,
Wegfahrsperre,
Audiosystem Bolero (Radio/CD-Wechsler integriert),
Anti-Blockier-System (ABS),
Fahrassistenz-System: Autom. Distanzregelung (ACC) und Frontradar-Assistent,
Fensterheber elektrisch vorn + hinten,
Elektron. Querdifferentialsperre (XDS),
Elektron. Stabilitäts-Programm (ESP)",14341,0,0,14341,,23:9:16,18:31,12/10/2023,17:40 13/10/2023,https://www.auto1.com/en/app/merchant/car/PS81876,14800,459,"8x airbag,
ABS brakes,
anti-theft alarm system (with tow-away protection, with interior motion sensor),
auto-hold brakes,
automatic braking system,
braking force regulator,
central locking,
collision avoidance system,
driver drowsiness detection system,
electric handbrake,
front passenger airbag isolation,
immobilizer,
ISOFIX child seat preparation (on rear seat),
mountain brake,
power steering (speed-proportional),
rain sensor,
stability control,
third brake light,
traction control,
2x door curtains,
2x mirrors in sunshields (enlighted),
4x power windows,
automatic anti-dazzle mirrors (inner),
climate control,
Coming-/Leaving-Home system,
cruise control (keep the distance to the vehicle in front),
electrically adjustable mirrors (heated mirrors, folding, with memory),
electrical tailgate opening system (remote),
inside illuminated doors,
keyless entry,
keyless start,
parking aid (front, rear),
parking camera,
rear seat climate control,
spot lights,
tinted windows,
wireless charging,
2x electrically adjustable seats,
4x seat heating,
adjustable backrest shape (driver's seat, front passenger seat),
Comfort seats,
cup holders (in the front, in the back),
down folding back rest,
front armrest (with compartment),
half-leather padding,
interior mats (rubber),
leather interior,
leather shift lever,
leather steering wheel,
multifunctional steering wheel,
pockets on backside of the front seats,
rear armrest (with compartment),
steering wheel adjustment (height and depth),
Android Auto,
Apple CarPlay,
car stereo (with USB interface, with memory card interface, original),
hands free,
navigation system (with map),
onboard computer,
screen (in front),
speakers,
light alloy wheels (17),
tire pressure monitoring system,
winter tires (all season tires),
adaptive lights,
extra lights,
fog lights (front, rear),
headlight range adjustment,
headlight washers,
high-beam assistant,
LED (daytime running lights, rear lights, low beam, high beam),
lighting pack,
special light switch-dim-dip-light,
2x 12v power outlet,
cargo attachment hooks,
cooling glove box,
electrically heated windshield,
luggage cover,
outside temperature display,
rear window cleaner,
rear window heating,
roof railings,
start-stop system",1.6,touring,,https://eng.auto24.ee/vehicles/3924242,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=40&bw=176&f1=2015&f2=2019&i[]=2&h[]=2&m[0]=5&d1=5&d2=5&e[0]=60,4
bus,Volkswagen,T6 Caravelle 2.0 TDI,2020,,81,"1,968",89675,diesel,manual,9,Cloth,4,"Mobiltelefon Schnittstelle Bluetooth,
Servolenkung elektro-mechanisch,
Airbag Beifahrer abschaltbar,
Airbag Fahrer-/Beifahrerseite,
Rußpartikelfilter,
Klimaautomatik Climatronic (Fahrerhaus + Fahrgast-/Laderaum),
Audiosystem Composition Colour (Radio/CD-Player, MP3-Wiedergabefunktion),
Multifunktionsanzeige Plus,
Anti-Blockier-System (ABS),
Fensterheber elektrisch,
Elektron. Stabilitäts-Programm (ESP) mit Bremsassistent, ASR/ABS, EDS und Berganfahrhilfe",29800,0,30707,30707,,22:34:20,18:31,12/10/2023,17:06 13/10/2023,https://www.auto1.com/en/app/merchant/car/JS25889,0,-30707,,,,,,,4
suv,Mazda,CX-5 2.2 Turbodiesel,2017,2017 - None,129,"2,191",113924,diesel,automatic,5,Cloth,5,"Detachable tow hitch,
Sitzheizung vorn,
Einparkhilfe vorn und hinten,
Freisprecheinrichtung mit Voice-Control und Bluetooth,
Navigationssystem: SD-Karten-Navigation,
Airbag Fahrer-/Beifahrerseite,
Airbagsystem Beifahrerseite abschaltbar,
Kopf-Schulter-Airbag vorn und hinten,
Seitenairbag vorn,
Rußpartikelfilter,
Klimaautomatik,
Wegfahrsperre (elektronisch),
Anti-Blockier-System (ABS),
Antriebsart: Allradantrieb,
Audiosystem: Radio mit CD-Player,
TFT-Farbdisplay,
Multi-Info-Display,
Touchscreen-Farbdisplay (7,0 Zoll),
USB-Anschluss hinten,
USB-Anschluss und AUX-IN-Anschluss,
Dynamische Stabilitätskontrolle (DSC),
Fensterheber elektr. vorn und hinten mit Komfortschaltung",18537,18537,0,18537,,23:4:52,18:31,12/10/2023,17:36 13/10/2023,https://www.auto1.com/en/app/merchant/car/NA32857,11000,-7537,"ABS brakes,
anti-theft alarm system,
braking force regulator,
central locking (with remote control),
electric handbrake,
lane change assist,
power steering,
rain sensor,
stability control,
third brake light,
traction control,
4x power windows,
climate control,
cruise control,
electrically adjustable mirrors (heated mirrors, folding),
parking aid (front, rear),
tinted windows,
2x seat heating,
cargo mat,
cup holders (in the front, in the back),
interior mats (rubber),
leather shift lever,
leather steering wheel,
multifunctional steering wheel,
steering wheel adjustment,
textile upholstery,
car stereo (CD, with USB interface, original),
hands free,
navigation system (with map),
onboard computer,
speakers,
light alloy wheels (19),
summer tires,
tire pressure monitoring system,
comes with the carwinter tires (spike tires)alloy wheels,
winter tires (spike tires),
alloy wheels,
outside temperature display,
rear window heating,
start-stop system,
tire repair kit,
tow hitch",2.2,touring,,https://eng.auto24.ee/vehicles/3870583,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=6&bw=2125&f1=2017&f2=None&i[]=2&h[]=2&m[0]=5&d1=5&d2=5,4
combi,Seat,Leon 2.0 TDI,2019,2012 - 2020,110,"1,968",124492,diesel,duplex,5,Part leather,5,"Detachable tow hitch,
Servolenkung elektronisch gesteuert (Servotronic),
Sprachsteuerungs-System,
Sprachsteuerungs-System,
Sport-Fahrwerk FR / Cupra,
Sportsitze vorn,
Airbag Beifahrerseite abschaltbar,
Airbag Fahrer-/Beifahrerseite,
Knieairbag Fahrerseite,
Kopf-Airbag-System,
Seitenairbag,
Klimaanlage Climatronic 2-Zonen,
Rußpartikelfilter,
Wegfahrsperre (elektronisch),
Radio CD USB,
Elektron. Differentialsperre (EDS),
Anti-Blockier-System (ABS),
Bordcomputer,
Elektron. Stabilitäts-Programm (ESP),
Elektron. Stabilitätskontrolle (ESC),
Fensterheber elektrisch hinten,
Fensterheber elektrisch vorn",16250,0,16731,16731,,22:58:59,18:31,12/10/2023,17:30 13/10/2023,https://www.auto1.com/en/app/merchant/car/KN65779,10000,-6731,"ABS brakes,
anti-theft alarm system,
central locking (with remote control),
front passenger airbag isolation,
immobilizer,
power steering,
seatbelt pre-tighteners on front seats,
stability control,
third brake light,
traction control,
4x power windows,
cruise control,
electrically adjustable mirrors (heated mirrors, folding),
inside illuminated doors,
spot lights,
tinted windows,
2x seat heating,
adjustable backrest shape (driver's seat, front passenger seat),
adjustable seat height (driver's seat, front passenger seat),
cargo mat,
cup holders (in the front),
down folding back rest,
down folding front passenger backrest,
front armrest (with compartment),
half-leather padding,
interior mats (rubber),
multifunctional steering wheel,
pockets on backside of the front seats,
steering wheel adjustment (height and depth),
car stereo (CD, with memory card interface, original),
onboard computer,
screen (in front),
speakers,
stereo amplifier,
comes with the car (winter tires),
spare wheel,
summer tires,
tire pressure monitoring system,
winter tires (spike tires),
special light switch-dim-dip-light,
Xenon headlight (low beam, high beam),
luggage cover,
outside temperature display,
rear window cleaner,
rear window heating,
tire repair kit",2.0,hatchback,,https://eng.auto24.ee/vehicles/3864974,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=22&bw=119&f1=2012&f2=2020&i[]=2&h[]=2&m[0]=5&d1=5&d2=5&e[0]=60,4
